-0.4997 10 0.05
-0.4997 9 0.05
-0.4997 8 0.05
-0.4995 7 0.05
-0.4990 6 0.05
-0.4961 5 0.05
-0.4829 4 0.05
-0.4236 3 0.05
-0.1246 2 0.05
