-0.4999 10 0.03
-0.4998 10 0.04
-0.4995 10 0.06
-0.4992 10 0.08
-0.4988 10 0.1
-0.4972 10 0.15
-0.4951 10 0.2
-0.4892 10 0.3
-0.4815 10 0.4
